Region Name,Window Size,Lambda,Limit,Amount,Percentage,Regulation Hours
zonf,quarter,40,0.02,0.0,0.0,0.0
zond,year,40,0.05,0.0,0.0,0.0
zonf,year,20,0.01,-119.14288198482244,-2.0645863309061628e-05,17.0
zone,month,10,0.07,215.5457302248105,5.923800074463906e-05,20.0
zonf,quarter,0,0.08,42921.08523298614,0.0074376483431859,8760.0
zond,year,0,0.03,8973.352224202361,0.0030621714725003,8760.0
zond,quarter,30,0.05,0.0,0.0,0.0
zonf,year,20,0.08,2211.889202550985,0.0003832907293318,99.0
zonf,year,20,0.05,0.0,0.0,0.0
zond,year,10,0.05,0.0,0.0,0.0
zond,year,50,0.07,0.0,0.0,0.0
zond,month,30,0.06,0.0,0.0,0.0
zone,year,20,0.02,0.0,0.0,0.0
zond,month,50,0.06,0.0,0.0,0.0
zonf,year,10,0.04,1105.9446012750268,0.0001916453646658,99.0
zond,quarter,50,0.05,0.0,0.0,0.0
zond,year,40,0.02,0.0,0.0,0.0
zone,quarter,0,0.01,3354.007645120844,0.0009217751943959,8760.0
zond,quarter,50,0.08,0.0,0.0,0.0
zonf,quarter,0,0.07,37555.94957886357,0.0065079423002878,8760.0
zonf,month,10,0.06,2052.065462842584,0.0003555954190573,170.0
zone,month,20,0.05,0.0,0.0,0.0
zone,quarter,40,0.07,0.0,0.0,0.0
zond,year,30,0.08,0.0,0.0,0.0
zone,year,30,0.07,0.0,0.0,0.0
zonf,quarter,20,0.02,0.0,0.0,0.0
zond,month,30,0.04,0.0,0.0,0.0
zonf,month,50,0.1,0.0,0.0,0.0
zone,month,50,0.03,0.0,0.0,0.0
zond,month,40,0.06,0.0,0.0,0.0
zond,quarter,20,0.02,0.0,0.0,0.0
zone,quarter,30,0.06,0.0,0.0,0.0
zonf,quarter,40,0.04,0.0,0.0,0.0
zone,quarter,10,0.09,2574.843066554051,0.0007076389559411,226.0
zond,year,0,0.07,20937.82185647264,0.0071450667691676,8760.0
zonf,quarter,50,0.1,0.0,0.0,0.0
zonf,year,20,0.09,4769.118893972598,0.0008264243331142,206.0
zonf,year,50,0.04,0.0,0.0,0.0
zond,month,20,0.02,0.0,0.0,0.0
zone,month,0,0.05,14349.565914570354,0.0039436624211761,8760.0
zone,month,20,0.03,0.0,0.0,0.0
zone,quarter,20,0.08,0.0,0.0,0.0
zond,quarter,10,0.08,0.0,0.0,0.0
zonf,quarter,0,0.1,53651.35654123314,0.0092970604289825,8760.0
zonf,month,10,0.08,6437.39418705646,0.0011155140637729,498.0
zone,quarter,20,0.03,0.0,0.0,0.0
zond,month,10,0.04,0.0,0.0,0.0
zonf,quarter,30,0.03,0.0,0.0,0.0
zond,month,0,0.09,20678.996538171545,0.0070567421958911,8760.0
zonf,month,30,0.07,0.0,0.0,0.0
zonf,month,30,0.09,0.0,0.0,0.0
zonf,year,50,0.06,0.0,0.0,0.0
zond,year,10,0.04,0.0,0.0,0.0
zone,quarter,10,0.06,73.76528750220314,2.027276602244216e-05,8.0
zone,year,10,0.01,-97.52286540158092,-2.6802013508932934e-05,21.0
zonf,year,50,0.09,0.0,0.0,0.0
zond,month,10,0.09,22.25035714963451,7.592971635816047e-06,3.0
zone,month,30,0.03,0.0,0.0,0.0
zone,month,20,0.06,0.0,0.0,0.0
zond,year,0,0.05,14955.587040337268,0.0051036191208339,8760.0
zond,quarter,0,0.03,8081.2959306566045,0.0027577557685683,8760.0
zond,year,30,0.04,0.0,0.0,0.0
zonf,month,20,0.04,0.0,0.0,0.0
zonf,quarter,30,0.02,0.0,0.0,0.0
zone,year,40,0.01,0.0,0.0,0.0
zond,quarter,10,0.09,85.56587287643924,2.919949740021665e-05,9.0
zonf,month,0,0.04,18221.06937133521,0.0031574669113127,8760.0
zone,month,20,0.02,0.0,0.0,0.0
zond,quarter,40,0.06,0.0,0.0,0.0
zond,quarter,20,0.06,0.0,0.0,0.0
zonf,month,50,0.01,0.0,0.0,0.0
zone,quarter,40,0.04,0.0,0.0,0.0
zond,month,0,0.03,6892.998846057337,0.0023522473986304,8760.0
zond,quarter,30,0.01,0.0,0.0,0.0
zonf,quarter,10,0.04,228.76527547836304,3.964195366692388e-05,21.0
zone,month,0,0.07,20089.392280399334,0.0055211273896468,8760.0
zond,quarter,40,0.03,0.0,0.0,0.0
zone,year,50,0.03,0.0,0.0,0.0
zone,year,30,0.06,0.0,0.0,0.0
zond,quarter,50,0.01,0.0,0.0,0.0
zonf,month,50,0.08,0.0,0.0,0.0
zond,year,50,0.06,0.0,0.0,0.0
zonf,year,10,0.01,0.0,0.0,0.0
zonf,year,20,0.1,7490.603753876872,0.0012980211543362,310.0
zonf,month,0,0.09,40997.40608550515,0.0071043005504538,8760.0
zonf,year,0,0.04,24388.331138595007,0.0042261706501921,8760.0
zond,year,30,0.1,0.0,0.0,0.0
MIDW,month,0,0.09,1977818.4581774476,0.0025734936784057,8760.0
CENT,quarter,100,0.1,4548037.055108726,0.0175627263606992,7442.0
CENT,year,10,0.01,712043.2573800683,0.0027496303866521,8759.0
MIDW,year,100,0.08,2401916.69103992,0.0031253209286683,6220.0
MIDW,month,10,0.06,1792315.8434054852,0.0023321217746955,8760.0
CENT,quarter,30,0.09,4444519.210950196,0.0171629812512429,8760.0
SW,month,100,0.05,13247.305936068296,0.0001599675867469,121.0
SW,year,50,0.05,210186.87840393183,0.0025381075870377,2444.0
MIDW,month,50,0.03,1391760.622760296,0.0018109281717535,7352.0
CENT,year,10,0.04,2847865.6196188037,0.0109973344507441,8760.0
CENT,month,10,0.03,1649544.950927645,0.006369892382533,8499.0
SW,month,100,0.03,0.0,0.0,0.0
MIDW,month,100,0.1,1890258.622646451,0.0024595627550241,5661.0
MIDW,quarter,30,0.08,2305288.228040099,0.0029995901075932,8760.0
SW,year,30,0.04,244164.78035494685,0.0029484070852193,3785.0
SW,month,100,0.04,4920.35194337368,5.941561477673604e-05,49.0
CENT,year,10,0.02,1422653.0676924586,0.0054937253657654,8464.0
CENT,quarter,0,0.09,4444519.210950196,0.0171629812512429,8760.0
CENT,quarter,50,0.01,546593.3256272972,0.0021107279673092,5541.0
CENT,month,30,0.05,2676187.6491200626,0.0103343818007338,8176.0
MIDW,quarter,30,0.09,2361430.60966146,0.0030726413341079,8760.0
SW,quarter,30,0.08,234553.84017577767,0.0028323503628751,3587.0
MIDW,quarter,10,0.07,2238926.6052541733,0.0029132418302666,8760.0
MIDW,quarter,0,0.01,681013.3447070122,0.0008861195173233,8760.0
MIDW,month,30,0.06,1792315.8434054852,0.0023321217746955,8760.0
CENT,year,0,0.07,4622068.115693241,0.0178486051350988,8760.0
SW,quarter,10,0.07,280557.2099939585,0.003387863165822,6463.0
CENT,quarter,0,0.03,1886128.099220157,0.0072834832448473,8760.0
SW,year,0,0.06,346665.5163205266,0.0041861527409268,8760.0
SW,year,100,0.1,132962.29654572904,0.0016055836416397,956.0
CENT,month,30,0.08,3667820.179639012,0.0141636757516943,8497.0
CENT,month,100,0.1,3946374.341724783,0.0152393421251358,7328.0
CENT,month,30,0.01,518620.8011206687,0.0020027091038798,6579.0
CENT,month,50,0.1,4004059.186441183,0.0154620982572072,8379.0
SW,quarter,0,0.05,265787.65646766126,0.0032095137077259,8760.0
SW,month,10,0.03,180337.18540240824,0.0021776581962231,5791.0
SW,year,50,0.09,261998.71558758616,0.0031637604253727,2830.0
CENT,quarter,30,0.05,3091091.5824276507,0.0119365772442546,8509.0
CENT,month,100,0.09,3785475.4823224247,0.0146180141532675,7313.0
CENT,year,100,0.01,428871.930292964,0.0016561343419705,3175.0
CENT,quarter,50,0.04,2498072.115011513,0.0096465698176224,8427.0
SW,month,10,0.06,244134.35095646977,0.0029480396356062,6191.0
CENT,month,100,0.06,3040824.47778064,0.0117424655004049,7180.0
MIDW,quarter,100,0.1,2288296.0346456766,0.0029774802409864,5968.0
SW,quarter,100,0.08,68236.05381552875,0.0008239831487761,541.0
CENT,month,0,0.06,3114799.521015525,0.0120281279578811,8760.0
SW,quarter,100,0.02,0.0,0.0,0.0
CENT,quarter,30,0.07,3996899.084741741,0.0154344487668142,8606.0
CENT,year,50,0.1,5259534.172233164,0.0203102477689618,8760.0
MIDW,year,100,0.05,2200404.794005156,0.0028631181005986,6183.0
CENT,quarter,100,0.07,3937498.118250817,0.0152050656489108,7460.0
MIDW,quarter,30,0.04,1930612.877829909,0.0025120708202523,8760.0
SW,quarter,0,0.03,211265.69220015407,0.0025511347821794,8760.0
CENT,quarter,10,0.05,3094259.3799203634,0.0119488100294884,8667.0
SW,year,10,0.1,379295.7174169868,0.0045801781034917,6993.0
MIDW,month,50,0.09,1970448.8448224068,0.0025639045003378,8444.0
SW,month,100,0.02,0.0,0.0,0.0
SW,quarter,0,0.02,154236.97767351568,0.0018624856423368,8760.0
MIDW,month,0,0.02,1084075.4158961773,0.001410574978805,8760.0
SW,year,100,0.07,108963.23305012286,0.0013157834143251,813.0
CENT,year,100,0.02,1292223.921436906,0.0049900594155127,6046.0
CENT,year,30,0.04,2847865.6196188037,0.0109973344507441,8760.0
CENT,year,50,0.08,4898395.368332267,0.0189156720620605,8760.0
CENT,quarter,30,0.08,4254300.832558602,0.016428432854212,8760.0
SW,month,50,0.1,166323.81964601576,0.0020084400689246,2101.0
MIDW,month,10,0.02,1082654.0419504642,0.0014087255184317,8467.0
CENT,quarter,50,0.06,3604607.0398468673,0.0139195715231848,8507.0
SW,quarter,10,0.05,254072.79297426343,0.0030680511000718,6255.0
MIDW,month,50,0.04,1565688.4870426657,0.0020372392658676,7871.0
SW,year,0,0.01,96553.5201729238,0.0011659301663691,8760.0
SW,month,100,0.06,21046.84484435618,0.0002541507680608,187.0
CENT,month,0,0.02,1101088.718753338,0.0042519706044601,8760.0
MIDW,quarter,0,0.08,2305288.228040099,0.0029995901075932,8760.0
MIDW,quarter,0,0.06,2158699.9052729607,0.0028088526208387,8760.0
CENT,year,10,0.1,5259534.172233164,0.0203102477689618,8760.0
MIDW,year,50,0.02,1520592.092013955,0.0019785608330492,8760.0
SW,month,50,0.09,160401.83167028427,0.0019369292176018,2061.0
MIDW,year,100,0.03,1896271.831496954,0.0024673870095201,6100.0
SW,month,30,0.04,156812.42818325758,0.0018935854451811,3008.0
SW,month,50,0.05,116790.0721449256,0.0014102962585136,1654.0
SW,year,30,0.02,112808.87673264742,0.0013622214102732,2465.0
MIDW,month,0,0.01,573962.6182771921,0.0007468274773503,8760.0
SW,year,10,0.07,350264.4069032669,0.0042296110745885,6802.0
SW,month,0,0.02,142375.11999848485,0.0017192480092839,8760.0
MIDW,year,50,0.07,2465041.9350036383,0.0032074581013783,8760.0
CENT,month,10,0.07,3440866.313690901,0.0132872693821217,8666.0
CENT,month,0,0.08,3671594.689709216,0.0141782514217483,8760.0
CENT,month,50,0.07,3426240.1910359263,0.0132307890617561,8155.0
SW,quarter,10,0.09,300622.37476831675,0.0036301596751745,6939.0
MIDW,quarter,10,0.08,2305288.228040099,0.0029995901075932,8760.0
CENT,quarter,50,0.1,4608618.082617402,0.0177966664090965,8760.0
MIDW,month,30,0.02,1071907.7456709146,0.0013947426751493,7922.0
SW,year,50,0.07,241196.54405508933,0.0029125642051595,2683.0
CENT,year,100,0.1,5209916.003575176,0.0201186419601041,7746.0
SW,year,100,0.03,19993.57777942717,0.000241432061979,184.0
SW,month,0,0.06,256009.71639738977,0.003091440381425,8760.0
MIDW,month,100,0.07,1729526.172181487,0.00225042124182,5572.0
MIDW,quarter,50,0.03,1741437.2386859655,0.0022659196583838,8760.0
SW,year,0,0.05,330270.6656668633,0.0039881770387879,8760.0
CENT,month,30,0.03,1639045.5127896369,0.0063293476911146,7968.0
CENT,year,30,0.08,4898395.368332267,0.0189156720620605,8760.0
CENT,month,30,0.07,3437137.035849452,0.0132728683811055,8482.0
MIDW,month,100,0.08,1793281.1359809637,0.0023333777920669,5616.0
MIDW,month,30,0.04,1581759.4785974026,0.0020581504849943,8430.0
MIDW,year,10,0.08,2515538.749801755,0.0032731634410799,8760.0
MIDW,quarter,50,0.07,2238926.6052541733,0.0029132418302666,8760.0
MIDW,year,100,0.04,2079377.9280433652,0.0027056406166657,6119.0
CENT,month,30,0.02,1086393.4369228184,0.0041952232186197,7745.0
SW,quarter,100,0.07,60624.02138115466,0.0007320641982633,487.0
SW,quarter,50,0.01,0.0,0.0,0.0
CENT,quarter,30,0.04,2503663.21192953,0.0096681604300201,8569.0
MIDW,year,0,0.08,2515538.749801755,0.0032731634410799,8760.0
MIDW,quarter,50,0.1,2410183.328291297,0.0031360772944106,8760.0
CENT,year,50,0.03,2112924.601978332,0.0081592819398099,7797.0
SW,month,50,0.03,51668.88615453243,0.0006239266359462,842.0
SW,month,30,0.07,201097.86172240973,0.0024283533418,3397.0
MIDW,month,50,0.07,1857642.7944512367,0.0024171237600146,8419.0
SW,quarter,0,0.1,316667.8127267957,0.0038239160510673,8760.0
MIDW,quarter,0,0.04,1930612.877829909,0.0025120708202523,8760.0
SW,year,30,0.1,330104.32506749034,0.0039861683960957,4412.0
MIDW,quarter,100,0.08,2178686.985254884,0.002834859367702,5866.0
MIDW,month,0,0.03,1425611.5014116764,0.0018549741871285,8760.0
SW,month,50,0.01,0.0,0.0,0.0
SW,year,10,0.06,337168.0265944898,0.0040714659873364,6741.0
SW,quarter,50,0.07,167847.73826368153,0.0020268421187333,2042.0
SW,year,100,0.08,118251.90461048484,0.0014279485881927,869.0
SW,month,0,0.07,266673.1221871674,0.0032202061319049,8760.0
MIDW,quarter,30,0.03,1741437.2386859655,0.0022659196583838,8760.0
CENT,quarter,100,0.09,4382234.2111516,0.0169224611335341,7455.0
CENT,quarter,50,0.02,1219192.7031202912,0.0047080416378338,7227.0
MIDW,year,10,0.09,2557136.6437062025,0.0033272897015339,8760.0
SW,quarter,10,0.08,290285.1469451636,0.0035053326804253,6522.0
CENT,year,50,0.04,2847865.6196188037,0.0109973344507441,8760.0
CENT,month,100,0.01,216031.3790245056,0.0008342280305016,1803.0
SW,quarter,0,0.08,301392.0543175489,0.0036394539256926,8760.0
CENT,year,50,0.07,4622068.115693241,0.0178486051350988,8760.0
MIDW,month,10,0.03,1424889.2046111822,0.0018540343504906,8608.0
SW,year,50,0.01,0.0,0.0,0.0
SW,month,30,0.09,218068.84062467515,0.0026332860694678,3546.0
SW,quarter,10,0.02,138241.97802190483,0.0016693383332436,5354.0
MIDW,quarter,30,0.01,661075.1725751162,0.0008601764082739,7430.0
CENT,month,50,0.06,3097567.229097992,0.0119615836391238,8069.0
SW,quarter,0,0.07,291673.843573913,0.0035221018597208,8760.0
CENT,month,30,0.1,4011149.907405973,0.0154894798265515,8615.0
CENT,month,30,0.06,3108044.7375977635,0.0120020436469236,8332.0
MIDW,quarter,10,0.04,1930612.877829909,0.0025120708202523,8760.0
CENT,quarter,0,0.1,4608618.082617402,0.0177966664090965,8760.0
MIDW,quarter,50,0.06,2158699.9052729607,0.0028088526208387,8760.0
MIDW,year,30,0.01,775588.248341322,0.0010091782923248,8760.0
CENT,year,30,0.07,4622068.115693241,0.0178486051350988,8760.0
SW,quarter,30,0.01,2813.8760975152254,3.397890642042081e-05,88.0
MIDW,year,50,0.01,775588.248341322,0.0010091782923248,8760.0
MIDW,quarter,0,0.05,2059438.7650407555,0.0026796962183172,8760.0
CENT,month,50,0.02,1057088.7568020225,0.0040820600953177,6940.0
SW,month,50,0.04,94234.55173794924,0.0011379275078606,1413.0
SW,month,10,0.02,126046.95659270884,0.0015220775877177,5228.0
MIDW,quarter,50,0.02,1299574.472177029,0.0016909775894431,8364.0
MIDW,year,0,0.1,2592248.3482854366,0.0033729762757486,8760.0
MIDW,quarter,0,0.07,2238926.6052541733,0.0029132418302666,8760.0
CENT,year,0,0.01,712049.8951151371,0.0027496560189685,8760.0
MIDW,year,30,0.06,2401212.548697472,0.0031244047142101,8760.0
MIDW,year,0,0.03,2017651.0205142496,0.0026253229284284,8760.0
CENT,month,50,0.04,2162225.7200597823,0.0083496634243161,7729.0
CENT,quarter,10,0.1,4608618.082617402,0.0177966664090965,8760.0
SW,year,50,0.1,269957.2880221456,0.0032598640129588,2880.0
SW,month,30,0.03,121365.49566432834,0.0014655466967745,2632.0
SW,quarter,100,0.09,72686.38655309379,0.0008777230557191,566.0
MIDW,year,50,0.06,2401212.548697472,0.0031244047142101,8760.0
SW,year,100,0.01,0.0,0.0,0.0
MIDW,year,50,0.1,2592248.3482854366,0.0033729762757486,8760.0
SW,quarter,100,0.06,53378.21386273205,0.0006445675896435,439.0
SW,year,30,0.06,286091.81982548535,0.0034546962398529,4075.0
SW,quarter,30,0.07,224281.97802774608,0.0027083126900723,3492.0
SW,month,10,0.04,211464.27418214083,0.0025535327550641,5933.0
MIDW,month,100,0.05,1556029.3206834793,0.0020246709720178,5415.0
MIDW,year,10,0.01,775588.248341322,0.0010091782923248,8760.0
MIDW,quarter,50,0.01,603171.2886127234,0.000784833153833,5561.0
CENT,month,10,0.1,4013024.821210384,0.0154967200046102,8703.0
SW,month,0,0.08,275742.93594391644,0.0033297284925956,8760.0
SW,year,50,0.06,227238.2073879242,0.0027440105805641,2575.0
CENT,year,10,0.08,4898395.368332267,0.0189156720620605,8760.0
MIDW,year,10,0.03,2017651.0205142496,0.0026253229284284,8760.0
CENT,quarter,30,0.06,3608839.414689809,0.0139359152865099,8611.0
SW,month,100,0.07,29671.74319915473,0.000358300561416,261.0
MIDW,quarter,10,0.06,2158699.9052729607,0.0028088526208387,8760.0
SW,quarter,100,0.1,77782.32513232529,0.0009392589635229,600.0
MIDW,month,50,0.1,2022765.2247492075,0.002631977417982,8760.0
CENT,year,0,0.04,2847865.6196188037,0.0109973344507441,8760.0
CENT,month,10,0.09,3853221.7271402776,0.0148796234465261,8680.0
CENT,quarter,0,0.07,3999174.30508548,0.015443234770935,8760.0
MIDW,year,50,0.04,2202286.508211732,0.0028655665455482,8760.0
CENT,quarter,100,0.02,1093186.6512545943,0.0042214559346185,5541.0
CENT,quarter,100,0.08,4192520.177784681,0.0161898603181856,7464.0
SW,month,50,0.08,151414.34409059584,0.0018284009850707,1972.0
SW,year,50,0.08,252899.21559725705,0.0030538795891422,2772.0
MIDW,month,10,0.01,570256.3262135983,0.0007420049320067,8013.0
MIDW,quarter,100,0.09,2236285.7047897577,0.0029098055489323,5900.0
SW,month,10,0.07,254915.34141349792,0.0030782252774624,6256.0
SW,month,30,0.08,210710.13443383572,0.0025444261551117,3494.0
SW,month,100,0.08,36817.87077356875,0.0004445934867988,319.0
SW,quarter,30,0.02,69843.61477075517,0.0008433952200152,1680.0
MIDW,quarter,10,0.02,1309271.1575814486,0.0017035947022456,8682.0
MIDW,quarter,30,0.07,2238926.6052541733,0.0029132418302666,8760.0
CENT,month,10,0.01,547084.5436931849,0.0021126248578512,8068.0
MIDW,year,30,0.07,2465041.9350036383,0.0032074581013783,8760.0
CENT,quarter,30,0.01,600781.4007971883,0.0023199809537493,6906.0
CENT,year,10,0.09,5094621.061959207,0.0196734183425657,8760.0
CENT,month,100,0.04,2096968.7087091208,0.0080976665695013,6856.0
MIDW,month,100,0.01,266598.268858552,0.0003468917770206,2042.0
CENT,quarter,10,0.01,625586.1064147949,0.0024157669493208,8136.0
SW,year,10,0.03,253521.34721918404,0.0030613921275163,6371.0
CENT,month,100,0.07,3371905.854830712,0.0130209712728507,7263.0
MIDW,month,100,0.02,897475.6911429167,0.0011677755398275,4606.0
SW,quarter,50,0.09,186105.6883250326,0.0022473156417542,2193.0
CENT,month,0,0.09,3853655.474090725,0.0148812984062743,8760.0
MIDW,month,100,0.04,1430706.1737382412,0.0018616032621944,5266.0
MIDW,month,50,0.02,1043750.4099456072,0.0013581049720324,7037.0
MIDW,month,10,0.07,1865674.6207740307,0.0024275745949647,8760.0
CENT,year,30,0.03,2126868.932937801,0.0082131294493962,8146.0
SW,year,10,0.02,177529.69883818924,0.0021437564464885,5909.0
MIDW,quarter,30,0.05,2059438.7650407555,0.0026796962183172,8760.0
MIDW,quarter,10,0.01,678714.647773385,0.0008831285036624,8312.0
SW,quarter,0,0.04,245584.3047573417,0.0029655485246996,8760.0
MIDW,month,0,0.05,1701611.3674641848,0.0022140991146921,8760.0
SW,quarter,0,0.06,280034.2863932103,0.0033815486119899,8760.0
MIDW,quarter,100,0.03,1602598.7784723043,0.0020852661215528,5596.0
CENT,year,0,0.05,3544825.501358837,0.0136887187862425,8760.0
MIDW,quarter,10,0.1,2410183.328291297,0.0031360772944106,8760.0
SW,quarter,50,0.06,156169.78595626354,0.0018858252313919,1946.0
SW,quarter,10,0.01,54522.699285939336,0.0006583878012474,3245.0
MIDW,quarter,100,0.02,1146008.8655304909,0.001491161415066,5192.0
MIDW,quarter,100,0.04,1799716.0164779425,0.0023417507163926,5727.0
MIDW,month,10,0.09,1977818.4581774476,0.0025734936784057,8760.0
SW,quarter,0,0.09,309568.04751451313,0.0037381829734921,8760.0
MIDW,month,0,0.08,1925990.5319229364,0.0025060563258876,8760.0
MIDW,month,100,0.03,1261776.759970069,0.0016417960414498,5098.0
SW,quarter,30,0.04,177534.565615654,0.0021438152151657,3127.0
CENT,quarter,100,0.06,3549080.7511050105,0.013705150883427,7455.0
SW,year,0,0.1,388068.262963146,0.004686110807652,8760.0
SW,month,10,0.05,230500.39494408667,0.0027834030633371,6076.0
MIDW,year,30,0.04,2202286.508211732,0.0028655665455482,8760.0
CENT,month,50,0.03,1620753.3237650394,0.0062587104675203,7509.0
CENT,quarter,50,0.09,4444519.210950196,0.0171629812512429,8760.0
SW,year,30,0.05,269787.559335202,0.0032578144574807,3973.0
MIDW,year,0,0.06,2401212.548697472,0.0031244047142101,8760.0
SW,quarter,50,0.03,74558.91093288362,0.0009003346876694,1110.0
CENT,quarter,0,0.06,3610978.401738048,0.0139441752113438,8760.0
CENT,quarter,100,0.05,3030668.2207324207,0.0117032460390801,7404.0
MIDW,quarter,10,0.03,1741437.2386859655,0.0022659196583838,8760.0
MIDW,year,30,0.08,2515538.749801755,0.0032731634410799,8760.0
MIDW,month,10,0.05,1701460.2328506708,0.0022139024616723,8731.0
CENT,month,100,0.08,3601653.593398094,0.0139081664771897,7290.0
CENT,quarter,0,0.08,4254300.832558602,0.016428432854212,8760.0
CENT,year,0,0.02,1424099.7902302444,0.005499312037937,8760.0
CENT,year,10,0.03,2135164.946695328,0.0082451653844035,8559.0
SW,year,10,0.09,371164.26331214607,0.0044819868866381,6954.0
SW,quarter,30,0.06,212537.10860218108,0.0025664877463643,3396.0
SW,month,30,0.02,54181.55557696521,0.0006542683269843,1404.0
SW,quarter,30,0.1,252134.5759930164,0.0030446461983825,3768.0
CENT,quarter,100,0.04,2427449.849393964,0.0093738544657059,7163.0
SW,year,30,0.08,311225.5277622938,0.0037581978441834,4263.0
SW,quarter,50,0.04,116892.19936017692,0.0014115294937271,1574.0
CENT,month,10,0.05,2683892.2628972232,0.010364133982135,8556.0
CENT,year,50,0.09,5094621.061959207,0.0196734183425657,8760.0
CENT,year,30,0.09,5094621.061959207,0.0196734183425657,8760.0
MIDW,month,50,0.06,1784278.848119855,0.0023216642140052,8413.0
CENT,month,50,0.09,3842382.637145072,0.0148377671535193,8276.0
CENT,year,0,0.09,5094621.061959207,0.0196734183425657,8760.0
MIDW,year,0,0.09,2557136.6437062025,0.0033272897015339,8760.0
MIDW,quarter,100,0.05,1927472.9805146456,0.0025079852552408,5742.0
MIDW,quarter,100,0.07,2110287.647093177,0.0027458596601512,5823.0
MIDW,month,30,0.09,1977818.4581774476,0.0025734936784057,8760.0
MIDW,month,30,0.05,1699985.6652008295,0.0022119837868265,8656.0
MIDW,year,0,0.02,1520592.092013955,0.0019785608330492,8760.0
SW,year,30,0.09,321184.2642941624,0.0038784543746613,4340.0
CENT,quarter,50,0.07,3993266.366302669,0.0154204206401482,8513.0
CENT,quarter,10,0.09,4444519.210950196,0.0171629812512429,8760.0
MIDW,quarter,100,0.06,2027583.588664532,0.0026382469666481,5770.0
MIDW,month,0,0.06,1792315.8434054852,0.0023321217746955,8760.0
SW,year,0,0.08,370643.90568996966,0.0044757033182306,8760.0
CENT,quarter,50,0.08,4254300.832558602,0.016428432854212,8760.0
CENT,year,30,0.02,1411460.4326806366,0.0054505038212648,7887.0
SW,quarter,10,0.1,308039.86509747803,0.0037197294362566,6978.0
CENT,month,100,0.02,915204.1044709384,0.0035341574961349,5044.0
MIDW,year,0,0.07,2465041.9350036383,0.0032074581013783,8760.0
SW,month,10,0.01,48229.51072092354,0.0005823945243843,3082.0
CENT,year,10,0.06,4165950.7255767584,0.0160872595669104,8760.0
MIDW,month,10,0.08,1925990.5319229364,0.0025060563258876,8760.0
SW,month,0,0.1,290132.30506797135,0.0035034870412918,8760.0
SW,year,50,0.03,137007.50661599636,0.0016544314976451,1882.0
MIDW,quarter,50,0.05,2040983.9017287493,0.0026556831579309,7924.0
SW,year,10,0.01,74588.48356072605,0.0009006917913653,3935.0
CENT,quarter,50,0.05,3083789.5172890425,0.0119083795470187,8327.0
CENT,quarter,100,0.01,319487.54822418094,0.0012337349755779,2489.0
MIDW,month,30,0.07,1865674.6207740307,0.0024275745949647,8760.0
MIDW,year,100,0.09,2446285.0790919065,0.0031830520948937,6245.0
MIDW,month,10,0.1,2022765.2247492075,0.002631977417982,8760.0
SW,year,50,0.02,47006.05619996786,0.0005676207229672,775.0
MIDW,quarter,0,0.09,2361430.60966146,0.0030726413341079,8760.0
MIDW,year,0,0.04,2202286.508211732,0.0028655665455482,8760.0
SW,year,50,0.04,183829.6818740517,0.0022198317698529,2241.0
SW,quarter,50,0.05,140406.79929560423,0.0016954795906859,1799.0
SW,month,0,0.09,283507.60808879137,0.003423490640982,8760.0
SW,quarter,30,0.05,197830.57090501487,0.0023888992346947,3265.0
CENT,quarter,10,0.08,4254300.832558602,0.016428432854212,8760.0
CENT,year,50,0.02,1390175.3859203458,0.0053683093608204,7358.0
SW,year,0,0.07,359716.02015961707,0.0043437438477561,8760.0
MIDW,month,50,0.05,1689478.9434529543,0.0021983126726314,8239.0
SW,year,10,0.08,361647.6476314366,0.0043670691779517,6892.0
MIDW,quarter,50,0.04,1911998.698308349,0.0024878504611342,7916.0
MIDW,month,50,0.08,1918059.5623499155,0.0024957367235119,8427.0
CENT,year,30,0.1,5259534.172233164,0.0203102477689618,8760.0
MIDW,quarter,100,0.01,401154.4463826418,0.0005219733022318,2820.0
MIDW,year,30,0.1,2592248.3482854366,0.0033729762757486,8760.0
SW,month,10,0.08,265632.0419204384,0.0032076345872691,6594.0
CENT,quarter,0,0.01,628808.2710326612,0.0024282096789616,8760.0
CENT,month,0,0.03,1650774.1552481651,0.0063746390850909,8760.0
CENT,month,0,0.1,4013310.093651831,0.0154978216143303,8760.0
MIDW,month,50,0.01,484877.5638786554,0.0006309119728776,5030.0
MIDW,quarter,50,0.09,2361430.60966146,0.0030726413341079,8760.0
MIDW,year,10,0.05,2317967.9994695187,0.003016088746021,8760.0
CENT,quarter,10,0.06,3610733.321116686,0.0139432288065901,8708.0
SW,year,0,0.02,191152.5018837154,0.0023082583413219,8760.0
CENT,quarter,10,0.04,2506256.253621489,0.0096781737349088,8704.0
CENT,month,100,0.03,1530195.0625028014,0.0059090101587985,6310.0
SW,month,10,0.1,280785.997371763,0.00339062588338,6811.0
SW,month,30,0.1,225017.91243433952,0.0027171994517727,3608.0
MIDW,year,100,0.01,523928.4304000139,0.0006817240975766,3535.0
MIDW,month,10,0.04,1585984.621121168,0.0020636481470929,8642.0
SW,year,10,0.05,320284.64156104624,0.0038675909977382,6612.0
CENT,month,50,0.05,2662152.5285980403,0.0102801836976443,7826.0
SW,month,50,0.06,131082.71520362794,0.0015828867934774,1790.0
CENT,month,50,0.01,457602.0522354841,0.0017670787480675,5044.0
MIDW,quarter,10,0.09,2361430.60966146,0.0030726413341079,8760.0
